# This  reference  spectrum  was taken on Mar-21 2022-03-21 by
# David.   In principle this is saved in Intensical itself but
# Princeton  Instruments   was unresponsive in retrieving this
# data.  As such the data needs to be hacked out of Lightfield
# itself    by  applying  the  intensity  calibration  on  the
# spectrum of the lamp itself.
# To  see the configuration under which this was done, see the
# file   /Log/Data/Intensical  REF.spe.  To  obtain  the  data
# contained in   this file, that data was resampled to have at
# intervals of 0.1 nm,  and an moving average with a stride of
# 10 was taken.
# The  x-axis  corresponds to wavelength in nm, and the y-axis
# is  the  spectrum  of the Intensical lamp normalized so that
# the  maximum is 1.
4.751e+02,1.00713092e-01
4.752e+02,1.00285667e-01
4.753e+02,9.98554244e-02
4.754e+02,9.94116829e-02
4.755e+02,9.89512934e-02
4.756e+02,9.84830924e-02
4.757e+02,9.80065297e-02
4.758e+02,9.75192642e-02
4.759e+02,9.70576493e-02
4.760e+02,9.66021505e-02
4.761e+02,9.61484659e-02
4.762e+02,9.56910023e-02
4.763e+02,9.52529910e-02
4.764e+02,9.48193186e-02
4.765e+02,9.43917698e-02
4.766e+02,9.39874158e-02
4.767e+02,9.36085056e-02
4.768e+02,9.32307716e-02
4.769e+02,9.28493952e-02
4.770e+02,9.24757303e-02
4.771e+02,9.21001706e-02
4.772e+02,9.17256700e-02
4.773e+02,9.13554521e-02
4.774e+02,9.10100742e-02
4.775e+02,9.06755853e-02
4.776e+02,9.03489299e-02
4.777e+02,9.00291355e-02
4.778e+02,8.97292078e-02
4.779e+02,8.94499858e-02
4.780e+02,8.91863474e-02
4.781e+02,8.89346521e-02
4.782e+02,8.86780933e-02
4.783e+02,8.84243150e-02
4.784e+02,8.81674648e-02
4.785e+02,8.78990958e-02
4.786e+02,8.76330100e-02
4.787e+02,8.73845997e-02
4.788e+02,8.71509207e-02
4.789e+02,8.69254471e-02
4.790e+02,8.67211412e-02
4.791e+02,8.65222184e-02
4.792e+02,8.63262305e-02
4.793e+02,8.61324358e-02
4.794e+02,8.59375488e-02
4.795e+02,8.57396832e-02
4.796e+02,8.55382101e-02
4.797e+02,8.53321312e-02
4.798e+02,8.51291061e-02
4.799e+02,8.49366188e-02
4.800e+02,8.47552004e-02
4.801e+02,8.45672824e-02
4.802e+02,8.43796106e-02
4.803e+02,8.41982612e-02
4.804e+02,8.40249221e-02
4.805e+02,8.38335124e-02
4.806e+02,8.36585411e-02
4.807e+02,8.34952323e-02
4.808e+02,8.33407718e-02
4.809e+02,8.31967577e-02
4.810e+02,8.30744615e-02
4.811e+02,8.29634871e-02
4.812e+02,8.28530874e-02
4.813e+02,8.27593400e-02
4.814e+02,8.26597856e-02
4.815e+02,8.25517167e-02
4.816e+02,8.24312618e-02
4.817e+02,8.23210945e-02
4.818e+02,8.22156125e-02
4.819e+02,8.21199345e-02
4.820e+02,8.20487429e-02
4.821e+02,8.19945818e-02
4.822e+02,8.19621168e-02
4.823e+02,8.19472584e-02
4.824e+02,8.19330480e-02
4.825e+02,8.19121458e-02
4.826e+02,8.18894662e-02
4.827e+02,8.18642777e-02
4.828e+02,8.18248272e-02
4.829e+02,8.18060537e-02
4.830e+02,8.17981868e-02
4.831e+02,8.17964481e-02
4.832e+02,8.17884405e-02
4.833e+02,8.17681063e-02
4.834e+02,8.17404189e-02
4.835e+02,8.17081000e-02
4.836e+02,8.16748699e-02
4.837e+02,8.16546297e-02
4.838e+02,8.16507228e-02
4.839e+02,8.16671850e-02
4.840e+02,8.16727763e-02
4.841e+02,8.16821116e-02
4.842e+02,8.17035780e-02
4.843e+02,8.17492004e-02
4.844e+02,8.17749599e-02
4.845e+02,8.18069082e-02
4.846e+02,8.18475715e-02
4.847e+02,8.18995328e-02
4.848e+02,8.19431113e-02
4.849e+02,8.20037563e-02
4.850e+02,8.20783990e-02
4.851e+02,8.21496165e-02
4.852e+02,8.22105099e-02
4.853e+02,8.22730145e-02
4.854e+02,8.23389385e-02
4.855e+02,8.24049986e-02
4.856e+02,8.24958051e-02
4.857e+02,8.25960518e-02
4.858e+02,8.27006444e-02
4.859e+02,8.28073636e-02
4.860e+02,8.29156123e-02
4.861e+02,8.30272457e-02
4.862e+02,8.31440258e-02
4.863e+02,8.32757982e-02
4.864e+02,8.34088299e-02
4.865e+02,8.35370768e-02
4.866e+02,8.36558686e-02
4.867e+02,8.37631184e-02
4.868e+02,8.38698525e-02
4.869e+02,8.39764478e-02
4.870e+02,8.40833026e-02
4.871e+02,8.42174329e-02
4.872e+02,8.43636070e-02
4.873e+02,8.45166620e-02
4.874e+02,8.46697972e-02
4.875e+02,8.48173276e-02
4.876e+02,8.49570788e-02
4.877e+02,8.50939331e-02
4.878e+02,8.52396020e-02
4.879e+02,8.53979731e-02
4.880e+02,8.55567656e-02
4.881e+02,8.57132094e-02
4.882e+02,8.58645577e-02
4.883e+02,8.60293330e-02
4.884e+02,8.62058887e-02
4.885e+02,8.63937412e-02
4.886e+02,8.65917972e-02
4.887e+02,8.68069781e-02
4.888e+02,8.70206454e-02
4.889e+02,8.72258096e-02
4.890e+02,8.74274048e-02
4.891e+02,8.76539742e-02
4.892e+02,8.78951825e-02
4.893e+02,8.81453246e-02
4.894e+02,8.83936808e-02
4.895e+02,8.86306171e-02
4.896e+02,8.88682930e-02
4.897e+02,8.91172848e-02
4.898e+02,8.93902574e-02
4.899e+02,8.96729202e-02
4.900e+02,8.99698034e-02
4.901e+02,9.02880869e-02
4.902e+02,9.05687331e-02
4.903e+02,9.08404258e-02
4.904e+02,9.11092769e-02
4.905e+02,9.13834141e-02
4.906e+02,9.16558013e-02
4.907e+02,9.19429131e-02
4.908e+02,9.22418814e-02
4.909e+02,9.25397142e-02
4.910e+02,9.28432707e-02
4.911e+02,9.31531102e-02
4.912e+02,9.34700687e-02
4.913e+02,9.37974045e-02
4.914e+02,9.41154015e-02
4.915e+02,9.44270632e-02
4.916e+02,9.47339084e-02
4.917e+02,9.50410143e-02
4.918e+02,9.53453674e-02
4.919e+02,9.56518106e-02
4.920e+02,9.59614581e-02
4.921e+02,9.62562884e-02
4.922e+02,9.65611846e-02
4.923e+02,9.68674063e-02
4.924e+02,9.71697133e-02
4.925e+02,9.75144378e-02
4.926e+02,9.78786137e-02
4.927e+02,9.82554457e-02
4.928e+02,9.86386825e-02
4.929e+02,9.90208083e-02
4.930e+02,9.93987331e-02
4.931e+02,9.97768196e-02
4.932e+02,1.00162061e-01
4.933e+02,1.00547422e-01
4.934e+02,1.00941044e-01
4.935e+02,1.01338570e-01
4.936e+02,1.01728700e-01
4.937e+02,1.02108023e-01
4.938e+02,1.02484629e-01
4.939e+02,1.02863465e-01
4.940e+02,1.03257317e-01
4.941e+02,1.03682760e-01
4.942e+02,1.04135808e-01
4.943e+02,1.04611117e-01
4.944e+02,1.05083602e-01
4.945e+02,1.05572099e-01
4.946e+02,1.06051606e-01
4.947e+02,1.06511319e-01
4.948e+02,1.06944290e-01
4.949e+02,1.07392157e-01
4.950e+02,1.07839410e-01
4.951e+02,1.08278539e-01
4.952e+02,1.08741106e-01
4.953e+02,1.09207792e-01
4.954e+02,1.09669451e-01
4.955e+02,1.10118063e-01
4.956e+02,1.10572228e-01
4.957e+02,1.11016654e-01
4.958e+02,1.11457293e-01
4.959e+02,1.11901567e-01
4.960e+02,1.12354679e-01
4.961e+02,1.12809949e-01
4.962e+02,1.13270904e-01
4.963e+02,1.13745426e-01
4.964e+02,1.14208645e-01
4.965e+02,1.14677495e-01
4.966e+02,1.15148996e-01
4.967e+02,1.15609460e-01
4.968e+02,1.16050866e-01
4.969e+02,1.16500594e-01
4.970e+02,1.16960059e-01
4.971e+02,1.17412034e-01
4.972e+02,1.17862913e-01
4.973e+02,1.18321102e-01
4.974e+02,1.18790368e-01
4.975e+02,1.19277324e-01
4.976e+02,1.19750564e-01
4.977e+02,1.20224803e-01
4.978e+02,1.20706530e-01
4.979e+02,1.21189853e-01
4.980e+02,1.21654502e-01
4.981e+02,1.22120791e-01
4.982e+02,1.22602729e-01
4.983e+02,1.23098344e-01
4.984e+02,1.23596747e-01
4.985e+02,1.24102293e-01
4.986e+02,1.24619971e-01
4.987e+02,1.25142113e-01
4.988e+02,1.25668637e-01
4.989e+02,1.26198184e-01
4.990e+02,1.26728955e-01
4.991e+02,1.27270203e-01
4.992e+02,1.27823924e-01
4.993e+02,1.28385479e-01
4.994e+02,1.28944872e-01
4.995e+02,1.29510377e-01
4.996e+02,1.30076026e-01
4.997e+02,1.30639709e-01
4.998e+02,1.31197308e-01
4.999e+02,1.31756015e-01
5.000e+02,1.32313417e-01
5.001e+02,1.32868647e-01
5.002e+02,1.33420353e-01
5.003e+02,1.33977434e-01
5.004e+02,1.34542278e-01
5.005e+02,1.35116912e-01
5.006e+02,1.35708893e-01
5.007e+02,1.36288878e-01
5.008e+02,1.36852343e-01
5.009e+02,1.37395476e-01
5.010e+02,1.37911049e-01
5.011e+02,1.38424231e-01
5.012e+02,1.38938846e-01
5.013e+02,1.39458118e-01
5.014e+02,1.39994597e-01
5.015e+02,1.40534792e-01
5.016e+02,1.41074981e-01
5.017e+02,1.41610532e-01
5.018e+02,1.42144483e-01
5.019e+02,1.42693870e-01
5.020e+02,1.43254561e-01
5.021e+02,1.43818501e-01
5.022e+02,1.44392511e-01
5.023e+02,1.44981569e-01
5.024e+02,1.45573124e-01
5.025e+02,1.46131886e-01
5.026e+02,1.46689632e-01
5.027e+02,1.47245292e-01
5.028e+02,1.47795286e-01
5.029e+02,1.48325496e-01
5.030e+02,1.48873209e-01
5.031e+02,1.49441155e-01
5.032e+02,1.50027831e-01
5.033e+02,1.50614796e-01
5.034e+02,1.51213672e-01
5.035e+02,1.51810730e-01
5.036e+02,1.52398276e-01
5.037e+02,1.52959701e-01
5.038e+02,1.53500812e-01
5.039e+02,1.54045442e-01
5.040e+02,1.54609375e-01
5.041e+02,1.55176106e-01
5.042e+02,1.55744098e-01
5.043e+02,1.56322047e-01
5.044e+02,1.56919356e-01
5.045e+02,1.57476131e-01
5.046e+02,1.58028329e-01
5.047e+02,1.58577685e-01
5.048e+02,1.59125231e-01
5.049e+02,1.59681480e-01
5.050e+02,1.60227613e-01
5.051e+02,1.60775371e-01
5.052e+02,1.61353956e-01
5.053e+02,1.61947375e-01
5.054e+02,1.62528097e-01
5.055e+02,1.63097219e-01
5.056e+02,1.63671131e-01
5.057e+02,1.64257931e-01
5.058e+02,1.64839615e-01
5.059e+02,1.65415702e-01
5.060e+02,1.66006177e-01
5.061e+02,1.66621085e-01
5.062e+02,1.67223804e-01
5.063e+02,1.67803282e-01
5.064e+02,1.68384519e-01
5.065e+02,1.68966395e-01
5.066e+02,1.69542557e-01
5.067e+02,1.70110460e-01
5.068e+02,1.70693674e-01
5.069e+02,1.71282351e-01
5.070e+02,1.71872661e-01
5.071e+02,1.72461689e-01
5.072e+02,1.73084358e-01
5.073e+02,1.73689548e-01
5.074e+02,1.74284850e-01
5.075e+02,1.74878808e-01
5.076e+02,1.75479064e-01
5.077e+02,1.76047853e-01
5.078e+02,1.76601442e-01
5.079e+02,1.77170637e-01
5.080e+02,1.77746093e-01
5.081e+02,1.78331959e-01
5.082e+02,1.78930207e-01
5.083e+02,1.79545987e-01
5.084e+02,1.80140563e-01
5.085e+02,1.80718153e-01
5.086e+02,1.81282678e-01
5.087e+02,1.81846245e-01
5.088e+02,1.82400335e-01
5.089e+02,1.82956649e-01
5.090e+02,1.83522017e-01
5.091e+02,1.84117763e-01
5.092e+02,1.84683744e-01
5.093e+02,1.85251832e-01
5.094e+02,1.85836910e-01
5.095e+02,1.86445978e-01
5.096e+02,1.87020846e-01
5.097e+02,1.87591942e-01
5.098e+02,1.88178617e-01
5.099e+02,1.88768697e-01
5.100e+02,1.89327128e-01
5.101e+02,1.89877876e-01
5.102e+02,1.90443729e-01
5.103e+02,1.90990249e-01
5.104e+02,1.91547156e-01
5.105e+02,1.92118986e-01
5.106e+02,1.92712730e-01
5.107e+02,1.93306213e-01
5.108e+02,1.93888082e-01
5.109e+02,1.94455062e-01
5.110e+02,1.95000492e-01
5.111e+02,1.95540502e-01
5.112e+02,1.96080643e-01
5.113e+02,1.96627745e-01
5.114e+02,1.97201590e-01
5.115e+02,1.97779882e-01
5.116e+02,1.98360167e-01
5.117e+02,1.98941183e-01
5.118e+02,1.99519448e-01
5.119e+02,2.00096009e-01
5.120e+02,2.00669260e-01
5.121e+02,2.01239593e-01
5.122e+02,2.01816001e-01
5.123e+02,2.02407063e-01
5.124e+02,2.02995865e-01
5.125e+02,2.03573049e-01
5.126e+02,2.04135089e-01
5.127e+02,2.04686648e-01
5.128e+02,2.05228231e-01
5.129e+02,2.05759802e-01
5.130e+02,2.06315447e-01
5.131e+02,2.06871213e-01
5.132e+02,2.07419240e-01
5.133e+02,2.07949644e-01
5.134e+02,2.08469444e-01
5.135e+02,2.08989005e-01
5.136e+02,2.09506947e-01
5.137e+02,2.10019883e-01
5.138e+02,2.10532038e-01
5.139e+02,2.11039417e-01
5.140e+02,2.11537420e-01
5.141e+02,2.12014416e-01
5.142e+02,2.12517525e-01
5.143e+02,2.13045647e-01
5.144e+02,2.13597895e-01
5.145e+02,2.14172570e-01
5.146e+02,2.14735490e-01
5.147e+02,2.15282887e-01
5.148e+02,2.15813780e-01
5.149e+02,2.16330610e-01
5.150e+02,2.16832541e-01
5.151e+02,2.17343830e-01
5.152e+02,2.17874818e-01
5.153e+02,2.18418636e-01
5.154e+02,2.18950149e-01
5.155e+02,2.19486695e-01
5.156e+02,2.20039021e-01
5.157e+02,2.20586946e-01
5.158e+02,2.21138182e-01
5.159e+02,2.21696963e-01
5.160e+02,2.22267823e-01
5.161e+02,2.22829722e-01
5.162e+02,2.23392830e-01
5.163e+02,2.23949467e-01
5.164e+02,2.24487911e-01
5.165e+02,2.25024088e-01
5.166e+02,2.25536864e-01
5.167e+02,2.26021716e-01
5.168e+02,2.26469568e-01
5.169e+02,2.26954793e-01
5.170e+02,2.27451195e-01
5.171e+02,2.27953185e-01
5.172e+02,2.28455279e-01
5.173e+02,2.28955338e-01
5.174e+02,2.29449020e-01
5.175e+02,2.29938067e-01
5.176e+02,2.30435783e-01
5.177e+02,2.30909256e-01
5.178e+02,2.31407246e-01
5.179e+02,2.31936649e-01
5.180e+02,2.32409664e-01
5.181e+02,2.32839768e-01
5.182e+02,2.33277369e-01
5.183e+02,2.33743981e-01
5.184e+02,2.34153795e-01
5.185e+02,2.34614730e-01
5.186e+02,2.35098749e-01
5.187e+02,2.35585841e-01
5.188e+02,2.36076529e-01
5.189e+02,2.36568402e-01
5.190e+02,2.37044689e-01
5.191e+02,2.37484890e-01
5.192e+02,2.37988946e-01
5.193e+02,2.38465943e-01
5.194e+02,2.38924435e-01
5.195e+02,2.39383672e-01
5.196e+02,2.39863652e-01
5.197e+02,2.40316753e-01
5.198e+02,2.40759513e-01
5.199e+02,2.41244623e-01
5.200e+02,2.41719078e-01
5.201e+02,2.42169070e-01
5.202e+02,2.42607199e-01
5.203e+02,2.43090217e-01
5.204e+02,2.43537214e-01
5.205e+02,2.43982030e-01
5.206e+02,2.44428398e-01
5.207e+02,2.44841796e-01
5.208e+02,2.45216219e-01
5.209e+02,2.45572281e-01
5.210e+02,2.45920788e-01
5.211e+02,2.46292455e-01
5.212e+02,2.46693809e-01
5.213e+02,2.47101818e-01
5.214e+02,2.47503326e-01
5.215e+02,2.47922219e-01
5.216e+02,2.48305789e-01
5.217e+02,2.48675529e-01
5.218e+02,2.49050338e-01
5.219e+02,2.49425157e-01
5.220e+02,2.49794951e-01
5.221e+02,2.50160360e-01
5.222e+02,2.50522016e-01
5.223e+02,2.50851878e-01
5.224e+02,2.51167707e-01
5.225e+02,2.51485882e-01
5.226e+02,2.51837440e-01
5.227e+02,2.52214928e-01
5.228e+02,2.52595490e-01
5.229e+02,2.52979867e-01
5.230e+02,2.53380036e-01
5.231e+02,2.53778382e-01
5.232e+02,2.54159088e-01
5.233e+02,2.54527378e-01
5.234e+02,2.54924358e-01
5.235e+02,2.55317212e-01
5.236e+02,2.55684144e-01
5.237e+02,2.56024275e-01
5.238e+02,2.56394202e-01
5.239e+02,2.56756300e-01
5.240e+02,2.57108655e-01
5.241e+02,2.57451789e-01
5.242e+02,2.57817037e-01
5.243e+02,2.58167109e-01
5.244e+02,2.58509061e-01
5.245e+02,2.58847829e-01
5.246e+02,2.59199416e-01
5.247e+02,2.59536993e-01
5.248e+02,2.59867301e-01
5.249e+02,2.60197388e-01
5.250e+02,2.60512145e-01
5.251e+02,2.60804977e-01
5.252e+02,2.61091531e-01
5.253e+02,2.61397562e-01
5.254e+02,2.61731766e-01
5.255e+02,2.62069430e-01
5.256e+02,2.62415192e-01
5.257e+02,2.62787125e-01
5.258e+02,2.63160856e-01
5.259e+02,2.63527457e-01
5.260e+02,2.63889012e-01
5.261e+02,2.64258688e-01
5.262e+02,2.64629644e-01
5.263e+02,2.64984068e-01
5.264e+02,2.65316454e-01
5.265e+02,2.65624467e-01
5.266e+02,2.65949338e-01
5.267e+02,2.66279537e-01
5.268e+02,2.66611137e-01
5.269e+02,2.66950507e-01
5.270e+02,2.67280347e-01
5.271e+02,2.67594023e-01
5.272e+02,2.67886139e-01
5.273e+02,2.68145455e-01
5.274e+02,2.68420024e-01
5.275e+02,2.68715588e-01
5.276e+02,2.69038681e-01
5.277e+02,2.69353646e-01
5.278e+02,2.69670026e-01
5.279e+02,2.69979429e-01
5.280e+02,2.70269778e-01
5.281e+02,2.70541628e-01
5.282e+02,2.70813808e-01
5.283e+02,2.71083448e-01
5.284e+02,2.71342163e-01
5.285e+02,2.71588739e-01
5.286e+02,2.71825009e-01
5.287e+02,2.72055556e-01
5.288e+02,2.72292714e-01
5.289e+02,2.72537723e-01
5.290e+02,2.72793006e-01
5.291e+02,2.73060295e-01
5.292e+02,2.73345159e-01
5.293e+02,2.73638918e-01
5.294e+02,2.73943399e-01
5.295e+02,2.74256902e-01
5.296e+02,2.74560037e-01
5.297e+02,2.74854142e-01
5.298e+02,2.75147002e-01
5.299e+02,2.75441782e-01
5.300e+02,2.75729061e-01
5.301e+02,2.76001913e-01
5.302e+02,2.76264979e-01
5.303e+02,2.76521021e-01
5.304e+02,2.76767794e-01
5.305e+02,2.76997163e-01
5.306e+02,2.77218645e-01
5.307e+02,2.77442078e-01
5.308e+02,2.77679240e-01
5.309e+02,2.77906937e-01
5.310e+02,2.78130878e-01
5.311e+02,2.78361272e-01
5.312e+02,2.78611724e-01
5.313e+02,2.78842385e-01
5.314e+02,2.79054419e-01
5.315e+02,2.79257689e-01
5.316e+02,2.79439104e-01
5.317e+02,2.79591096e-01
5.318e+02,2.79723092e-01
5.319e+02,2.79872446e-01
5.320e+02,2.80029529e-01
5.321e+02,2.80202348e-01
5.322e+02,2.80394653e-01
5.323e+02,2.80614494e-01
5.324e+02,2.80813473e-01
5.325e+02,2.81004389e-01
5.326e+02,2.81190588e-01
5.327e+02,2.81357349e-01
5.328e+02,2.81506558e-01
5.329e+02,2.81655548e-01
5.330e+02,2.81814042e-01
5.331e+02,2.81968409e-01
5.332e+02,2.82129909e-01
5.333e+02,2.82299524e-01
5.334e+02,2.82478636e-01
5.335e+02,2.82644559e-01
5.336e+02,2.82798019e-01
5.337e+02,2.82943652e-01
5.338e+02,2.83086964e-01
5.339e+02,2.83246963e-01
5.340e+02,2.83421852e-01
5.341e+02,2.83608465e-01
5.342e+02,2.83802076e-01
5.343e+02,2.84011052e-01
5.344e+02,2.84221508e-01
5.345e+02,2.84423599e-01
5.346e+02,2.84593334e-01
5.347e+02,2.84769594e-01
5.348e+02,2.84921296e-01
5.349e+02,2.85046668e-01
5.350e+02,2.85166359e-01
5.351e+02,2.85300774e-01
5.352e+02,2.85449198e-01
5.353e+02,2.85616435e-01
5.354e+02,2.85836065e-01
5.355e+02,2.86054763e-01
5.356e+02,2.86266141e-01
5.357e+02,2.86465799e-01
5.358e+02,2.86640484e-01
5.359e+02,2.86779937e-01
5.360e+02,2.86902588e-01
5.361e+02,2.87020995e-01
5.362e+02,2.87163989e-01
5.363e+02,2.87287508e-01
5.364e+02,2.87312683e-01
5.365e+02,2.87148343e-01
5.366e+02,2.86996082e-01
5.367e+02,2.86793813e-01
5.368e+02,2.86557925e-01
5.369e+02,2.86314320e-01
5.370e+02,2.86406191e-01
5.371e+02,2.86499692e-01
5.372e+02,2.86589339e-01
5.373e+02,2.86731927e-01
5.374e+02,2.86883555e-01
5.375e+02,2.86985251e-01
5.376e+02,2.87037883e-01
5.377e+02,2.87075032e-01
5.378e+02,2.87129828e-01
5.379e+02,2.87199094e-01
5.380e+02,2.87281082e-01
5.381e+02,2.87369798e-01
5.382e+02,2.87471411e-01
5.383e+02,2.87561116e-01
5.384e+02,2.87628221e-01
5.385e+02,2.87667966e-01
5.386e+02,2.87720300e-01
5.387e+02,2.87795529e-01
5.388e+02,2.87898942e-01
5.389e+02,2.87986011e-01
5.390e+02,2.88053206e-01
5.391e+02,2.88112120e-01
5.392e+02,2.88172108e-01
5.393e+02,2.88208589e-01
5.394e+02,2.88262146e-01
5.395e+02,2.88331109e-01
5.396e+02,2.88414201e-01
5.397e+02,2.88490936e-01
5.398e+02,2.88559424e-01
5.399e+02,2.88619696e-01
5.400e+02,2.88671192e-01
5.401e+02,2.88742937e-01
5.402e+02,2.88800978e-01
5.403e+02,2.88841850e-01
5.404e+02,2.88865902e-01
5.405e+02,2.88886040e-01
5.406e+02,2.88910568e-01
5.407e+02,2.88942390e-01
5.408e+02,2.88986887e-01
5.409e+02,2.89046630e-01
5.410e+02,2.89107424e-01
5.411e+02,2.89163298e-01
5.412e+02,2.89203740e-01
5.413e+02,2.89250747e-01
5.414e+02,2.89289835e-01
5.415e+02,2.89314515e-01
5.416e+02,2.89334544e-01
5.417e+02,2.89372953e-01
5.418e+02,2.89418239e-01
5.419e+02,2.89463187e-01
5.420e+02,2.89524969e-01
5.421e+02,2.89603880e-01
5.422e+02,2.89681941e-01
5.423e+02,2.89740447e-01
5.424e+02,2.89764291e-01
5.425e+02,2.89787307e-01
5.426e+02,2.89811576e-01
5.427e+02,2.89838921e-01
5.428e+02,2.89853479e-01
5.429e+02,2.89870775e-01
5.430e+02,2.89889717e-01
5.431e+02,2.89904970e-01
5.432e+02,2.89906568e-01
5.433e+02,2.89916046e-01
5.434e+02,2.89936203e-01
5.435e+02,2.89965743e-01
5.436e+02,2.90000769e-01
5.437e+02,2.90025786e-01
5.438e+02,2.90038208e-01
5.439e+02,2.90045479e-01
5.440e+02,2.90046207e-01
5.441e+02,2.90046322e-01
5.442e+02,2.90050661e-01
5.443e+02,2.90082806e-01
5.444e+02,2.90092284e-01
5.445e+02,2.90094404e-01
5.446e+02,2.90095964e-01
5.447e+02,2.90066688e-01
5.448e+02,2.90026070e-01
5.449e+02,2.89983280e-01
5.450e+02,2.89945785e-01
5.451e+02,2.89917920e-01
5.452e+02,2.89900829e-01
5.453e+02,2.89889033e-01
5.454e+02,2.89876005e-01
5.455e+02,2.89865756e-01
5.456e+02,2.89848813e-01
5.457e+02,2.89826467e-01
5.458e+02,2.89801496e-01
5.459e+02,2.89801253e-01
5.460e+02,2.89794831e-01
5.461e+02,2.89781607e-01
5.462e+02,2.89769174e-01
5.463e+02,2.89751335e-01
5.464e+02,2.89712814e-01
5.465e+02,2.89656179e-01
5.466e+02,2.89604325e-01
5.467e+02,2.89560350e-01
5.468e+02,2.89508909e-01
5.469e+02,2.89443575e-01
5.470e+02,2.89354003e-01
5.471e+02,2.89311464e-01
5.472e+02,2.89278216e-01
5.473e+02,2.89237976e-01
5.474e+02,2.89199143e-01
5.475e+02,2.89171003e-01
5.476e+02,2.89130398e-01
5.477e+02,2.89061561e-01
5.478e+02,2.88991659e-01
5.479e+02,2.88930409e-01
5.480e+02,2.88886878e-01
5.481e+02,2.88871486e-01
5.482e+02,2.88809059e-01
5.483e+02,2.88727563e-01
5.484e+02,2.88643058e-01
5.485e+02,2.88578373e-01
5.486e+02,2.88488434e-01
5.487e+02,2.88440793e-01
5.488e+02,2.88428244e-01
5.489e+02,2.88426191e-01
5.490e+02,2.88394376e-01
5.491e+02,2.88354110e-01
5.492e+02,2.88306906e-01
5.493e+02,2.88246520e-01
5.494e+02,2.88212142e-01
5.495e+02,2.88183610e-01
5.496e+02,2.88152711e-01
5.497e+02,2.88102166e-01
5.498e+02,2.88035473e-01
5.499e+02,2.87956649e-01
5.500e+02,2.87868438e-01
5.501e+02,2.87785412e-01
5.502e+02,2.87708714e-01
5.503e+02,2.87642364e-01
5.504e+02,2.87588366e-01
5.505e+02,2.87531534e-01
5.506e+02,2.87465513e-01
5.507e+02,2.87396898e-01
5.508e+02,2.87330848e-01
5.509e+02,2.87231008e-01
5.510e+02,2.87132873e-01
5.511e+02,2.87044112e-01
5.512e+02,2.86974827e-01
5.513e+02,2.86903024e-01
5.514e+02,2.86830690e-01
5.515e+02,2.86755900e-01
5.516e+02,2.86674765e-01
5.517e+02,2.86598255e-01
5.518e+02,2.86545002e-01
5.519e+02,2.86510712e-01
5.520e+02,2.86480137e-01
5.521e+02,2.86452677e-01
5.522e+02,2.86419844e-01
5.523e+02,2.86373807e-01
5.524e+02,2.86288912e-01
5.525e+02,2.86200669e-01
5.526e+02,2.86113775e-01
5.527e+02,2.86026912e-01
5.528e+02,2.85922206e-01
5.529e+02,2.85836562e-01
5.530e+02,2.85765206e-01
5.531e+02,2.85705523e-01
5.532e+02,2.85644024e-01
5.533e+02,2.85591854e-01
5.534e+02,2.85532937e-01
5.535e+02,2.85457172e-01
5.536e+02,2.85398876e-01
5.537e+02,2.85327964e-01
5.538e+02,2.85244569e-01
5.539e+02,2.85147941e-01
5.540e+02,2.85038457e-01
5.541e+02,2.84923673e-01
5.542e+02,2.84811183e-01
5.543e+02,2.84712096e-01
5.544e+02,2.84589236e-01
5.545e+02,2.84479728e-01
5.546e+02,2.84380588e-01
5.547e+02,2.84280191e-01
5.548e+02,2.84190843e-01
5.549e+02,2.84120719e-01
5.550e+02,2.84064810e-01
5.551e+02,2.84004111e-01
5.552e+02,2.83934562e-01
5.553e+02,2.83852008e-01
5.554e+02,2.83761453e-01
5.555e+02,2.83693360e-01
5.556e+02,2.83635211e-01
5.557e+02,2.83562414e-01
5.558e+02,2.83469561e-01
5.559e+02,2.83390478e-01
5.560e+02,2.83310746e-01
5.561e+02,2.83224644e-01
5.562e+02,2.83131168e-01
5.563e+02,2.83074312e-01
5.564e+02,2.83012902e-01
5.565e+02,2.82934509e-01
5.566e+02,2.82828516e-01
5.567e+02,2.82743742e-01
5.568e+02,2.82654873e-01
5.569e+02,2.82549275e-01
5.570e+02,2.82410612e-01
5.571e+02,2.82282160e-01
5.572e+02,2.82139120e-01
5.573e+02,2.81984641e-01
5.574e+02,2.81825169e-01
5.575e+02,2.81709619e-01
5.576e+02,2.81602644e-01
5.577e+02,2.81506260e-01
5.578e+02,2.81436675e-01
5.579e+02,2.81344153e-01
5.580e+02,2.81259526e-01
5.581e+02,2.81188712e-01
5.582e+02,2.81132985e-01
5.583e+02,2.81050621e-01
5.584e+02,2.80989549e-01
5.585e+02,2.80956138e-01
5.586e+02,2.80900109e-01
5.587e+02,2.80826210e-01
5.588e+02,2.80751588e-01
5.589e+02,2.80681708e-01
5.590e+02,2.80593472e-01
5.591e+02,2.80492693e-01
5.592e+02,2.80401343e-01
5.593e+02,2.80333653e-01
5.594e+02,2.80273430e-01
5.595e+02,2.80219618e-01
5.596e+02,2.80174691e-01
5.597e+02,2.80141634e-01
5.598e+02,2.80079341e-01
5.599e+02,2.79994365e-01
5.600e+02,2.79891142e-01
5.601e+02,2.79774292e-01
5.602e+02,2.79651147e-01
5.603e+02,2.79528648e-01
5.604e+02,2.79412769e-01
5.605e+02,2.79315661e-01
5.606e+02,2.79219237e-01
