# This  reference  spectrum  was taken on Mar-21 2022-03-21 by
# David.   In principle this is saved in Intensical itself but
# Princeton  Instruments   was unresponsive in retrieving this
# data.  As such the data needs to be hacked out of Lightfield
# itself    by  applying  the  intensity  calibration  on  the
# spectrum of the lamp itself.
# To  see the configuration under which this was done, see the
# file   /Log/Data/Intensical  REF.spe.  To  obtain  the  data
# contained in   this file, that data was resampled to have at
# intervals of 0.1 nm,  and an moving average with a stride of
# 10 was taken.
# The  x-axis  corresponds to wavelength in nm, and the y-axis
# is  the  spectrum  of the Intensical lamp normalized so that
# the  maximum is 1.
5.607e+02,2.79122641e-01
5.608e+02,2.79019495e-01
5.609e+02,2.78889632e-01
5.610e+02,2.78765977e-01
5.611e+02,2.78646752e-01
5.612e+02,2.78532271e-01
5.613e+02,2.78426005e-01
5.614e+02,2.78356797e-01
5.615e+02,2.78299353e-01
5.616e+02,2.78244380e-01
5.617e+02,2.78186120e-01
5.618e+02,2.78116854e-01
5.619e+02,2.78045981e-01
5.620e+02,2.77977728e-01
5.621e+02,2.77901376e-01
5.622e+02,2.77811880e-01
5.623e+02,2.77725179e-01
5.624e+02,2.77653578e-01
5.625e+02,2.77578579e-01
5.626e+02,2.77503735e-01
5.627e+02,2.77427570e-01
5.628e+02,2.77348265e-01
5.629e+02,2.77245022e-01
5.630e+02,2.77136637e-01
5.631e+02,2.77027140e-01
5.632e+02,2.76921930e-01
5.633e+02,2.76830650e-01
5.634e+02,2.76745067e-01
5.635e+02,2.76663642e-01
5.636e+02,2.76585060e-01
5.637e+02,2.76501411e-01
5.638e+02,2.76416209e-01
5.639e+02,2.76329955e-01
5.640e+02,2.76242088e-01
5.641e+02,2.76141869e-01
5.642e+02,2.76039068e-01
5.643e+02,2.75934738e-01
5.644e+02,2.75818706e-01
5.645e+02,2.75704815e-01
5.646e+02,2.75600784e-01
5.647e+02,2.75509048e-01
5.648e+02,2.75415498e-01
5.649e+02,2.75347741e-01
5.650e+02,2.75299217e-01
5.651e+02,2.75265548e-01
5.652e+02,2.75204947e-01
5.653e+02,2.75150642e-01
5.654e+02,2.75082906e-01
5.655e+02,2.74982453e-01
5.656e+02,2.74861991e-01
5.657e+02,2.74759394e-01
5.658e+02,2.74671776e-01
5.659e+02,2.74595502e-01
5.660e+02,2.74538567e-01
5.661e+02,2.74468985e-01
5.662e+02,2.74388791e-01
5.663e+02,2.74305690e-01
5.664e+02,2.74216028e-01
5.665e+02,2.74145551e-01
5.666e+02,2.74094738e-01
5.667e+02,2.74055792e-01
5.668e+02,2.73979975e-01
5.669e+02,2.73903331e-01
5.670e+02,2.73834230e-01
5.671e+02,2.73774165e-01
5.672e+02,2.73728456e-01
5.673e+02,2.73705065e-01
5.674e+02,2.73698282e-01
5.675e+02,2.73636782e-01
5.676e+02,2.73555894e-01
5.677e+02,2.73469898e-01
5.678e+02,2.73383902e-01
5.679e+02,2.73266635e-01
5.680e+02,2.73188934e-01
5.681e+02,2.73128357e-01
5.682e+02,2.73068902e-01
5.683e+02,2.72992426e-01
5.684e+02,2.72922288e-01
5.685e+02,2.72849598e-01
5.686e+02,2.72764082e-01
5.687e+02,2.72645604e-01
5.688e+02,2.72538383e-01
5.689e+02,2.72440994e-01
5.690e+02,2.72349047e-01
5.691e+02,2.72259986e-01
5.692e+02,2.72183414e-01
5.693e+02,2.72113057e-01
5.694e+02,2.72031691e-01
5.695e+02,2.71965787e-01
5.696e+02,2.71894249e-01
5.697e+02,2.71821380e-01
5.698e+02,2.71776979e-01
5.699e+02,2.71709460e-01
5.700e+02,2.71636132e-01
5.701e+02,2.71568259e-01
5.702e+02,2.71544705e-01
5.703e+02,2.71509590e-01
5.704e+02,2.71490108e-01
5.705e+02,2.71496132e-01
5.706e+02,2.71505597e-01
5.707e+02,2.71473394e-01
5.708e+02,2.71420798e-01
5.709e+02,2.71360237e-01
5.710e+02,2.71306743e-01
5.711e+02,2.71250026e-01
5.712e+02,2.71202125e-01
5.713e+02,2.71174538e-01
5.714e+02,2.71150177e-01
5.715e+02,2.71120313e-01
5.716e+02,2.71084333e-01
5.717e+02,2.71041055e-01
5.718e+02,2.70995871e-01
5.719e+02,2.70958424e-01
5.720e+02,2.70925786e-01
5.721e+02,2.70891302e-01
5.722e+02,2.70859788e-01
5.723e+02,2.70830272e-01
5.724e+02,2.70799801e-01
5.725e+02,2.70759883e-01
5.726e+02,2.70706342e-01
5.727e+02,2.70651667e-01
5.728e+02,2.70595846e-01
5.729e+02,2.70526313e-01
5.730e+02,2.70456184e-01
5.731e+02,2.70392041e-01
5.732e+02,2.70336417e-01
5.733e+02,2.70290470e-01
5.734e+02,2.70258082e-01
5.735e+02,2.70226581e-01
5.736e+02,2.70189993e-01
5.737e+02,2.70153210e-01
5.738e+02,2.70124141e-01
5.739e+02,2.70093601e-01
5.740e+02,2.70054985e-01
5.741e+02,2.70025635e-01
5.742e+02,2.69996307e-01
5.743e+02,2.69968566e-01
5.744e+02,2.69944257e-01
5.745e+02,2.69924149e-01
5.746e+02,2.69909226e-01
5.747e+02,2.69893406e-01
5.748e+02,2.69866626e-01
5.749e+02,2.69803155e-01
5.750e+02,2.69737406e-01
5.751e+02,2.69676410e-01
5.752e+02,2.69629612e-01
5.753e+02,2.69610075e-01
5.754e+02,2.69608396e-01
5.755e+02,2.69614573e-01
5.756e+02,2.69598485e-01
5.757e+02,2.69563286e-01
5.758e+02,2.69529096e-01
5.759e+02,2.69498857e-01
5.760e+02,2.69458448e-01
5.761e+02,2.69429028e-01
5.762e+02,2.69407449e-01
5.763e+02,2.69389048e-01
5.764e+02,2.69336734e-01
5.765e+02,2.69295773e-01
5.766e+02,2.69260357e-01
5.767e+02,2.69227430e-01
5.768e+02,2.69199688e-01
5.769e+02,2.69197188e-01
5.770e+02,2.69205483e-01
5.771e+02,2.69212518e-01
5.772e+02,2.69224672e-01
5.773e+02,2.69258034e-01
5.774e+02,2.69291202e-01
5.775e+02,2.69295397e-01
5.776e+02,2.69266614e-01
5.777e+02,2.69250051e-01
5.778e+02,2.69232646e-01
5.779e+02,2.69183283e-01
5.780e+02,2.69151302e-01
5.781e+02,2.69137400e-01
5.782e+02,2.69126367e-01
5.783e+02,2.69074031e-01
5.784e+02,2.69018900e-01
5.785e+02,2.68983585e-01
5.786e+02,2.68965333e-01
5.787e+02,2.68930572e-01
5.788e+02,2.68947324e-01
5.789e+02,2.68972307e-01
5.790e+02,2.68984356e-01
5.791e+02,2.68930922e-01
5.792e+02,2.68925356e-01
5.793e+02,2.68919596e-01
5.794e+02,2.68891406e-01
5.795e+02,2.68858577e-01
5.796e+02,2.68856777e-01
5.797e+02,2.68853575e-01
5.798e+02,2.68825995e-01
5.799e+02,2.68794170e-01
5.800e+02,2.68776177e-01
5.801e+02,2.68769748e-01
5.802e+02,2.68773291e-01
5.803e+02,2.68748860e-01
5.804e+02,2.68755046e-01
5.805e+02,2.68781906e-01
5.806e+02,2.68812425e-01
5.807e+02,2.68782670e-01
5.808e+02,2.68775733e-01
5.809e+02,2.68784997e-01
5.810e+02,2.68778740e-01
5.811e+02,2.68749512e-01
5.812e+02,2.68739724e-01
5.813e+02,2.68744999e-01
5.814e+02,2.68726122e-01
5.815e+02,2.68699821e-01
5.816e+02,2.68691292e-01
5.817e+02,2.68705665e-01
5.818e+02,2.68733790e-01
5.819e+02,2.68764043e-01
5.820e+02,2.68790982e-01
5.821e+02,2.68811557e-01
5.822e+02,2.68818411e-01
5.823e+02,2.68814573e-01
5.824e+02,2.68815097e-01
5.825e+02,2.68828450e-01
5.826e+02,2.68841116e-01
5.827e+02,2.68849961e-01
5.828e+02,2.68855255e-01
5.829e+02,2.68857008e-01
5.830e+02,2.68846328e-01
5.831e+02,2.68845757e-01
5.832e+02,2.68858823e-01
5.833e+02,2.68890969e-01
5.834e+02,2.68944733e-01
5.835e+02,2.68993409e-01
5.836e+02,2.69033033e-01
5.837e+02,2.69058148e-01
5.838e+02,2.69072744e-01
5.839e+02,2.69078880e-01
5.840e+02,2.69079859e-01
5.841e+02,2.69083853e-01
5.842e+02,2.69094918e-01
5.843e+02,2.69113107e-01
5.844e+02,2.69138276e-01
5.845e+02,2.69169855e-01
5.846e+02,2.69184894e-01
5.847e+02,2.69201815e-01
5.848e+02,2.69226363e-01
5.849e+02,2.69257323e-01
5.850e+02,2.69267377e-01
5.851e+02,2.69284490e-01
5.852e+02,2.69322441e-01
5.853e+02,2.69382730e-01
5.854e+02,2.69420288e-01
5.855e+02,2.69446679e-01
5.856e+02,2.69469170e-01
5.857e+02,2.69479863e-01
5.858e+02,2.69466793e-01
5.859e+02,2.69433879e-01
5.860e+02,2.69383791e-01
5.861e+02,2.69347466e-01
5.862e+02,2.69322271e-01
5.863e+02,2.69308031e-01
5.864e+02,2.69305595e-01
5.865e+02,2.69335884e-01
5.866e+02,2.69363230e-01
5.867e+02,2.69384959e-01
5.868e+02,2.69401525e-01
5.869e+02,2.69415866e-01
5.870e+02,2.69412745e-01
5.871e+02,2.69397545e-01
5.872e+02,2.69396356e-01
5.873e+02,2.69399212e-01
5.874e+02,2.69394000e-01
5.875e+02,2.69382010e-01
5.876e+02,2.69387171e-01
5.877e+02,2.69400341e-01
5.878e+02,2.69420511e-01
5.879e+02,2.69448520e-01
5.880e+02,2.69493324e-01
5.881e+02,2.69554107e-01
5.882e+02,2.69618131e-01
5.883e+02,2.69676993e-01
5.884e+02,2.69702566e-01
5.885e+02,2.69720755e-01
5.886e+02,2.69733452e-01
5.887e+02,2.69741904e-01
5.888e+02,2.69768639e-01
5.889e+02,2.69820475e-01
5.890e+02,2.69888276e-01
5.891e+02,2.69961577e-01
5.892e+02,2.70034420e-01
5.893e+02,2.70113263e-01
5.894e+02,2.70186712e-01
5.895e+02,2.70232387e-01
5.896e+02,2.70255355e-01
5.897e+02,2.70264879e-01
5.898e+02,2.70263956e-01
5.899e+02,2.70256855e-01
5.900e+02,2.70275974e-01
5.901e+02,2.70309842e-01
5.902e+02,2.70355206e-01
5.903e+02,2.70408232e-01
5.904e+02,2.70447223e-01
5.905e+02,2.70488715e-01
5.906e+02,2.70536070e-01
5.907e+02,2.70576859e-01
5.908e+02,2.70611533e-01
5.909e+02,2.70638644e-01
5.910e+02,2.70655900e-01
5.911e+02,2.70647106e-01
5.912e+02,2.70625641e-01
5.913e+02,2.70609974e-01
5.914e+02,2.70612413e-01
5.915e+02,2.70604417e-01
5.916e+02,2.70596360e-01
5.917e+02,2.70597858e-01
5.918e+02,2.70619397e-01
5.919e+02,2.70627177e-01
5.920e+02,2.70634944e-01
5.921e+02,2.70650920e-01
5.922e+02,2.70687765e-01
5.923e+02,2.70688874e-01
5.924e+02,2.70687803e-01
5.925e+02,2.70697689e-01
5.926e+02,2.70742689e-01
5.927e+02,2.70758747e-01
5.928e+02,2.70781545e-01
5.929e+02,2.70810072e-01
5.930e+02,2.70822913e-01
5.931e+02,2.70818995e-01
5.932e+02,2.70812298e-01
5.933e+02,2.70808722e-01
5.934e+02,2.70821244e-01
5.935e+02,2.70865340e-01
5.936e+02,2.70903192e-01
5.937e+02,2.70921119e-01
5.938e+02,2.70925989e-01
5.939e+02,2.70926676e-01
5.940e+02,2.70932919e-01
5.941e+02,2.70949925e-01
5.942e+02,2.70967186e-01
5.943e+02,2.70997606e-01
5.944e+02,2.71024394e-01
5.945e+02,2.71033664e-01
5.946e+02,2.71016407e-01
5.947e+02,2.71005423e-01
5.948e+02,2.70996866e-01
5.949e+02,2.70986110e-01
5.950e+02,2.70982314e-01
5.951e+02,2.70961716e-01
5.952e+02,2.70937789e-01
5.953e+02,2.70936868e-01
5.954e+02,2.70941335e-01
5.955e+02,2.70950868e-01
5.956e+02,2.70968314e-01
5.957e+02,2.71002162e-01
5.958e+02,2.71018230e-01
5.959e+02,2.71037146e-01
5.960e+02,2.71061320e-01
5.961e+02,2.71084401e-01
5.962e+02,2.71105768e-01
5.963e+02,2.71136295e-01
5.964e+02,2.71178244e-01
5.965e+02,2.71223610e-01
5.966e+02,2.71252532e-01
5.967e+02,2.71270630e-01
5.968e+02,2.71281608e-01
5.969e+02,2.71305685e-01
5.970e+02,2.71309992e-01
5.971e+02,2.71322542e-01
5.972e+02,2.71361945e-01
5.973e+02,2.71407339e-01
5.974e+02,2.71442557e-01
5.975e+02,2.71472621e-01
5.976e+02,2.71502148e-01
5.977e+02,2.71521730e-01
5.978e+02,2.71538930e-01
5.979e+02,2.71549830e-01
5.980e+02,2.71547807e-01
5.981e+02,2.71547858e-01
5.982e+02,2.71553589e-01
5.983e+02,2.71560614e-01
5.984e+02,2.71558912e-01
5.985e+02,2.71568711e-01
5.986e+02,2.71591722e-01
5.987e+02,2.71617635e-01
5.988e+02,2.71612243e-01
5.989e+02,2.71634256e-01
5.990e+02,2.71659932e-01
5.991e+02,2.71683978e-01
5.992e+02,2.71708267e-01
5.993e+02,2.71754696e-01
5.994e+02,2.71794824e-01
5.995e+02,2.71822075e-01
5.996e+02,2.71871146e-01
5.997e+02,2.71899631e-01
5.998e+02,2.71915967e-01
5.999e+02,2.71925317e-01
6.000e+02,2.71950668e-01
6.001e+02,2.71953784e-01
6.002e+02,2.71961868e-01
6.003e+02,2.71996799e-01
6.004e+02,2.72050607e-01
6.005e+02,2.72093421e-01
6.006e+02,2.72123415e-01
6.007e+02,2.72137464e-01
6.008e+02,2.72094203e-01
6.009e+02,2.72037716e-01
6.010e+02,2.71981274e-01
6.011e+02,2.71944606e-01
6.012e+02,2.71928622e-01
6.013e+02,2.71920726e-01
6.014e+02,2.71918831e-01
6.015e+02,2.71921681e-01
6.016e+02,2.71883559e-01
6.017e+02,2.71831502e-01
6.018e+02,2.71774965e-01
6.019e+02,2.71731248e-01
6.020e+02,2.71710522e-01
6.021e+02,2.71707387e-01
6.022e+02,2.71717750e-01
6.023e+02,2.71723485e-01
6.024e+02,2.71721667e-01
6.025e+02,2.71695249e-01
6.026e+02,2.71637072e-01
6.027e+02,2.71564397e-01
6.028e+02,2.71499699e-01
6.029e+02,2.71444432e-01
6.030e+02,2.71400386e-01
6.031e+02,2.71377680e-01
6.032e+02,2.71363361e-01
6.033e+02,2.71359138e-01
6.034e+02,2.71367366e-01
6.035e+02,2.71343608e-01
6.036e+02,2.71319533e-01
6.037e+02,2.71295441e-01
6.038e+02,2.71270840e-01
6.039e+02,2.71216524e-01
6.040e+02,2.71164040e-01
6.041e+02,2.71113627e-01
6.042e+02,2.71060953e-01
6.043e+02,2.71008576e-01
6.044e+02,2.70961766e-01
6.045e+02,2.70922388e-01
6.046e+02,2.70894512e-01
6.047e+02,2.70862412e-01
6.048e+02,2.70809441e-01
6.049e+02,2.70733744e-01
6.050e+02,2.70645729e-01
6.051e+02,2.70565594e-01
6.052e+02,2.70486104e-01
6.053e+02,2.70409693e-01
6.054e+02,2.70377449e-01
6.055e+02,2.70358582e-01
6.056e+02,2.70329210e-01
6.057e+02,2.70278237e-01
6.058e+02,2.70242771e-01
6.059e+02,2.70188876e-01
6.060e+02,2.70127446e-01
6.061e+02,2.70066491e-01
6.062e+02,2.70006206e-01
6.063e+02,2.69956414e-01
6.064e+02,2.69910939e-01
6.065e+02,2.69862831e-01
6.066e+02,2.69805775e-01
6.067e+02,2.69776198e-01
6.068e+02,2.69759743e-01
6.069e+02,2.69730081e-01
6.070e+02,2.69714539e-01
6.071e+02,2.69717486e-01
6.072e+02,2.69723680e-01
6.073e+02,2.69693365e-01
6.074e+02,2.69644336e-01
6.075e+02,2.69589487e-01
6.076e+02,2.69527059e-01
6.077e+02,2.69440774e-01
6.078e+02,2.69373023e-01
6.079e+02,2.69309346e-01
6.080e+02,2.69246663e-01
6.081e+02,2.69191048e-01
6.082e+02,2.69132191e-01
6.083e+02,2.69062504e-01
6.084e+02,2.68980142e-01
6.085e+02,2.68906224e-01
6.086e+02,2.68828499e-01
6.087e+02,2.68747639e-01
6.088e+02,2.68664299e-01
6.089e+02,2.68591444e-01
6.090e+02,2.68523715e-01
6.091e+02,2.68448360e-01
6.092e+02,2.68352867e-01
6.093e+02,2.68255195e-01
6.094e+02,2.68147214e-01
6.095e+02,2.68040511e-01
6.096e+02,2.67951745e-01
6.097e+02,2.67884595e-01
6.098e+02,2.67821576e-01
6.099e+02,2.67760227e-01
6.100e+02,2.67698224e-01
6.101e+02,2.67588203e-01
6.102e+02,2.67480447e-01
6.103e+02,2.67381506e-01
6.104e+02,2.67290665e-01
6.105e+02,2.67211799e-01
6.106e+02,2.67148350e-01
6.107e+02,2.67096892e-01
6.108e+02,2.67037089e-01
6.109e+02,2.66985986e-01
6.110e+02,2.66935414e-01
6.111e+02,2.66882364e-01
6.112e+02,2.66825442e-01
6.113e+02,2.66753800e-01
6.114e+02,2.66676308e-01
6.115e+02,2.66598387e-01
6.116e+02,2.66538655e-01
6.117e+02,2.66468979e-01
6.118e+02,2.66399213e-01
6.119e+02,2.66336472e-01
6.120e+02,2.66240028e-01
6.121e+02,2.66151063e-01
6.122e+02,2.66067995e-01
6.123e+02,2.65989442e-01
6.124e+02,2.65903296e-01
6.125e+02,2.65821727e-01
6.126e+02,2.65741616e-01
6.127e+02,2.65657000e-01
6.128e+02,2.65553647e-01
6.129e+02,2.65496282e-01
6.130e+02,2.65471630e-01
6.131e+02,2.65433542e-01
6.132e+02,2.65402731e-01
6.133e+02,2.65378143e-01
6.134e+02,2.65347631e-01
6.135e+02,2.65265774e-01
6.136e+02,2.65194527e-01
6.137e+02,2.65124465e-01
6.138e+02,2.65048656e-01
6.139e+02,2.64941251e-01
6.140e+02,2.64845995e-01
6.141e+02,2.64752692e-01
6.142e+02,2.64654169e-01
6.143e+02,2.64518871e-01
6.144e+02,2.64429534e-01
6.145e+02,2.64344614e-01
6.146e+02,2.64239504e-01
6.147e+02,2.64138676e-01
6.148e+02,2.64052796e-01
6.149e+02,2.63961037e-01
6.150e+02,2.63843939e-01
6.151e+02,2.63700630e-01
6.152e+02,2.63569084e-01
6.153e+02,2.63426358e-01
6.154e+02,2.63239193e-01
6.155e+02,2.63051184e-01
6.156e+02,2.62875244e-01
6.157e+02,2.62702861e-01
6.158e+02,2.62515448e-01
6.159e+02,2.62350926e-01
6.160e+02,2.62207304e-01
6.161e+02,2.62078452e-01
6.162e+02,2.61947958e-01
6.163e+02,2.61797236e-01
6.164e+02,2.61635957e-01
6.165e+02,2.61468317e-01
6.166e+02,2.61304025e-01
6.167e+02,2.61140461e-01
6.168e+02,2.60968792e-01
6.169e+02,2.60793335e-01
6.170e+02,2.60671723e-01
6.171e+02,2.60561779e-01
6.172e+02,2.60461807e-01
6.173e+02,2.60373651e-01
6.174e+02,2.60331031e-01
6.175e+02,2.60273517e-01
6.176e+02,2.60191270e-01
6.177e+02,2.60075840e-01
6.178e+02,2.59953004e-01
6.179e+02,2.59828262e-01
6.180e+02,2.59706942e-01
6.181e+02,2.59595232e-01
6.182e+02,2.59477093e-01
6.183e+02,2.59368590e-01
6.184e+02,2.59268898e-01
6.185e+02,2.59176495e-01
6.186e+02,2.59064420e-01
6.187e+02,2.58967086e-01
6.188e+02,2.58874131e-01
6.189e+02,2.58752743e-01
6.190e+02,2.58627161e-01
6.191e+02,2.58489402e-01
6.192e+02,2.58334958e-01
6.193e+02,2.58151417e-01
6.194e+02,2.57979614e-01
6.195e+02,2.57805081e-01
6.196e+02,2.57623981e-01
6.197e+02,2.57437011e-01
6.198e+02,2.57277774e-01
6.199e+02,2.57122053e-01
6.200e+02,2.56961272e-01
6.201e+02,2.56807747e-01
6.202e+02,2.56669571e-01
6.203e+02,2.56533320e-01
6.204e+02,2.56390670e-01
6.205e+02,2.56233273e-01
6.206e+02,2.56041931e-01
6.207e+02,2.55836181e-01
6.208e+02,2.55632498e-01
6.209e+02,2.55412751e-01
6.210e+02,2.55186091e-01
6.211e+02,2.54964820e-01
6.212e+02,2.54765786e-01
6.213e+02,2.54591787e-01
6.214e+02,2.54424418e-01
6.215e+02,2.54272498e-01
6.216e+02,2.54157287e-01
6.217e+02,2.54043027e-01
6.218e+02,2.53906871e-01
6.219e+02,2.53753742e-01
6.220e+02,2.53605302e-01
6.221e+02,2.53456620e-01
6.222e+02,2.53306552e-01
6.223e+02,2.53152576e-01
6.224e+02,2.52984346e-01
6.225e+02,2.52801808e-01
6.226e+02,2.52601862e-01
6.227e+02,2.52385931e-01
6.228e+02,2.52175546e-01
6.229e+02,2.51997356e-01
6.230e+02,2.51836434e-01
6.231e+02,2.51685339e-01
6.232e+02,2.51530160e-01
6.233e+02,2.51387296e-01
6.234e+02,2.51245608e-01
6.235e+02,2.51096788e-01
6.236e+02,2.50917550e-01
6.237e+02,2.50747730e-01
6.238e+02,2.50566480e-01
6.239e+02,2.50350331e-01
6.240e+02,2.50103563e-01
6.241e+02,2.49882829e-01
6.242e+02,2.49682592e-01
6.243e+02,2.49492742e-01
6.244e+02,2.49339058e-01
6.245e+02,2.49195911e-01
6.246e+02,2.49051053e-01
6.247e+02,2.48880986e-01
6.248e+02,2.48711260e-01
6.249e+02,2.48540356e-01
6.250e+02,2.48369120e-01
6.251e+02,2.48201463e-01
6.252e+02,2.48027832e-01
6.253e+02,2.47838130e-01
6.254e+02,2.47631406e-01
6.255e+02,2.47418356e-01
6.256e+02,2.47195016e-01
6.257e+02,2.46964140e-01
6.258e+02,2.46728635e-01
6.259e+02,2.46509020e-01
6.260e+02,2.46294446e-01
6.261e+02,2.46085963e-01
6.262e+02,2.45884563e-01
6.263e+02,2.45690795e-01
6.264e+02,2.45479085e-01
6.265e+02,2.45246816e-01
6.266e+02,2.44990422e-01
6.267e+02,2.44721955e-01
6.268e+02,2.44460311e-01
6.269e+02,2.44206428e-01
6.270e+02,2.43961948e-01
6.271e+02,2.43756834e-01
6.272e+02,2.43558466e-01
6.273e+02,2.43366966e-01
6.274e+02,2.43187049e-01
6.275e+02,2.43028828e-01
6.276e+02,2.42848794e-01
6.277e+02,2.42650984e-01
6.278e+02,2.42460918e-01
6.279e+02,2.42268221e-01
6.280e+02,2.42066655e-01
6.281e+02,2.41860953e-01
6.282e+02,2.41677561e-01
6.283e+02,2.41498466e-01
6.284e+02,2.41322795e-01
6.285e+02,2.41150012e-01
6.286e+02,2.40977667e-01
6.287e+02,2.40811141e-01
6.288e+02,2.40634404e-01
6.289e+02,2.40439360e-01
6.290e+02,2.40227542e-01
6.291e+02,2.40017514e-01
6.292e+02,2.39802410e-01
6.293e+02,2.39577619e-01
6.294e+02,2.39373263e-01
6.295e+02,2.39172837e-01
6.296e+02,2.38967430e-01
6.297e+02,2.38747261e-01
6.298e+02,2.38524978e-01
6.299e+02,2.38323922e-01
6.300e+02,2.38140368e-01
6.301e+02,2.37968945e-01
6.302e+02,2.37806248e-01
6.303e+02,2.37642657e-01
6.304e+02,2.37463704e-01
6.305e+02,2.37236447e-01
6.306e+02,2.36997031e-01
6.307e+02,2.36754367e-01
6.308e+02,2.36512642e-01
6.309e+02,2.36281468e-01
6.310e+02,2.36066983e-01
6.311e+02,2.35856418e-01
6.312e+02,2.35651007e-01
6.313e+02,2.35475051e-01
6.314e+02,2.35271252e-01
6.315e+02,2.35062710e-01
6.316e+02,2.34857597e-01
6.317e+02,2.34649799e-01
6.318e+02,2.34448382e-01
6.319e+02,2.34255116e-01
6.320e+02,2.34069404e-01
6.321e+02,2.33845639e-01
6.322e+02,2.33627289e-01
6.323e+02,2.33392119e-01
6.324e+02,2.33120322e-01
6.325e+02,2.32878632e-01
6.326e+02,2.32664262e-01
6.327e+02,2.32458216e-01
6.328e+02,2.32236777e-01
6.329e+02,2.32022839e-01
6.330e+02,2.31783950e-01
6.331e+02,2.31526199e-01
6.332e+02,2.31262550e-01
6.333e+02,2.31005960e-01
6.334e+02,2.30730599e-01
6.335e+02,2.30438942e-01
6.336e+02,2.30145069e-01
6.337e+02,2.29876900e-01
6.338e+02,2.29617292e-01
6.339e+02,2.29366556e-01
6.340e+02,2.29140927e-01
6.341e+02,2.28951548e-01
6.342e+02,2.28753201e-01
6.343e+02,2.28528476e-01
6.344e+02,2.28256518e-01
6.345e+02,2.28003302e-01
6.346e+02,2.27742624e-01
6.347e+02,2.27463899e-01
6.348e+02,2.27194098e-01
6.349e+02,2.26966243e-01
6.350e+02,2.26744527e-01
6.351e+02,2.26505954e-01
6.352e+02,2.26311329e-01
6.353e+02,2.26097933e-01
6.354e+02,2.25866738e-01
6.355e+02,2.25617466e-01
6.356e+02,2.25396222e-01
6.357e+02,2.25161213e-01
6.358e+02,2.24924598e-01
6.359e+02,2.24706617e-01
6.360e+02,2.24486100e-01
6.361e+02,2.24238058e-01
6.362e+02,2.23966904e-01
6.363e+02,2.23684982e-01
6.364e+02,2.23407393e-01
6.365e+02,2.23151456e-01
6.366e+02,2.22918513e-01
6.367e+02,2.22705523e-01
6.368e+02,2.22471880e-01
6.369e+02,2.22238981e-01
6.370e+02,2.22005341e-01
6.371e+02,2.21734947e-01
6.372e+02,2.21473829e-01
6.373e+02,2.21234543e-01
6.374e+02,2.21016672e-01
6.375e+02,2.20766480e-01
6.376e+02,2.20537441e-01
6.377e+02,2.20312668e-01
6.378e+02,2.20081913e-01
6.379e+02,2.19824819e-01
6.380e+02,2.19585241e-01
6.381e+02,2.19341357e-01
6.382e+02,2.19074972e-01
6.383e+02,2.18805897e-01
6.384e+02,2.18570444e-01
6.385e+02,2.18352577e-01
6.386e+02,2.18133425e-01
6.387e+02,2.17896524e-01
6.388e+02,2.17663061e-01
6.389e+02,2.17424911e-01
6.390e+02,2.17164680e-01
6.391e+02,2.16887957e-01
6.392e+02,2.16618657e-01
6.393e+02,2.16356137e-01
6.394e+02,2.16091754e-01
6.395e+02,2.15819473e-01
6.396e+02,2.15536856e-01
6.397e+02,2.15249641e-01
6.398e+02,2.14983499e-01
6.399e+02,2.14701798e-01
6.400e+02,2.14399395e-01
6.401e+02,2.14082300e-01
6.402e+02,2.13803970e-01
6.403e+02,2.13523162e-01
6.404e+02,2.13248925e-01
6.405e+02,2.12987404e-01
6.406e+02,2.12759722e-01
6.407e+02,2.12525683e-01
6.408e+02,2.12269808e-01
6.409e+02,2.11980921e-01
6.410e+02,2.11680320e-01
6.411e+02,2.11355375e-01
6.412e+02,2.11016054e-01
6.413e+02,2.10671320e-01
6.414e+02,2.10364209e-01
6.415e+02,2.10063495e-01
6.416e+02,2.09772380e-01
6.417e+02,2.09497642e-01
6.418e+02,2.09215719e-01
6.419e+02,2.08930741e-01
6.420e+02,2.08643165e-01
6.421e+02,2.08352998e-01
6.422e+02,2.08036830e-01
6.423e+02,2.07716982e-01
6.424e+02,2.07395401e-01
6.425e+02,2.07067281e-01
6.426e+02,2.06755958e-01
6.427e+02,2.06458823e-01
6.428e+02,2.06173517e-01
6.429e+02,2.05890656e-01
6.430e+02,2.05623259e-01
6.431e+02,2.05343954e-01
6.432e+02,2.05049538e-01
6.433e+02,2.04803489e-01
6.434e+02,2.04565876e-01
6.435e+02,2.04331189e-01
6.436e+02,2.04095107e-01
6.437e+02,2.03829888e-01
6.438e+02,2.03529969e-01
6.439e+02,2.03215387e-01
6.440e+02,2.02901362e-01
6.441e+02,2.02600060e-01
6.442e+02,2.02322471e-01
6.443e+02,2.02060141e-01
6.444e+02,2.01803841e-01
6.445e+02,2.01524945e-01
6.446e+02,2.01226578e-01
6.447e+02,2.00923061e-01
6.448e+02,2.00639180e-01
6.449e+02,2.00332348e-01
6.450e+02,2.00037057e-01
6.451e+02,1.99748216e-01
6.452e+02,1.99442803e-01
6.453e+02,1.99147638e-01
6.454e+02,1.98855222e-01
6.455e+02,1.98561120e-01
6.456e+02,1.98253136e-01
6.457e+02,1.97986595e-01
6.458e+02,1.97721316e-01
6.459e+02,1.97448298e-01
6.460e+02,1.97186210e-01
6.461e+02,1.96912288e-01
6.462e+02,1.96627962e-01
